index,deltaTTCP,scenario,strategy
11,-0.4878054467114987,Scenario11,B
12,-0.411661864687797,Scenario11,B
13,-0.298968170860594,Scenario11,B
14,-0.15475508580458097,Scenario11,B
15,0.021967277580933864,Scenario11,B
16,0.2631498840581097,Scenario11,B
17,0.5833872825961017,Scenario11,B
18,1.0770198767445214,Scenario11,B
19,1.7712849997377251,Scenario11,B
20,2.7441160009887526,Scenario11,B
21,4.288990546744896,Scenario11,B
22,7.4684687714316,Scenario11,B
0,2.2147771277731114,Scenario11,B
1,2.219578353381484,Scenario11,B
2,2.2242292234000325,Scenario11,B
3,2.2286880483935185,Scenario11,B
4,2.233517476369589,Scenario11,B
5,2.237417802632785,Scenario11,B
6,2.2411186836886294,Scenario11,B
7,2.2454564121305602,Scenario11,B
8,2.2575136682554393,Scenario11,B
9,2.277945046669883,Scenario11,B
10,2.2977654346314447,Scenario11,B
11,2.3170088440179186,Scenario11,B
12,2.3357260181812327,Scenario11,B
13,2.353951380195128,Scenario11,B
14,2.371700485874434,Scenario11,B
15,2.388988661966091,Scenario11,B
16,2.405836476076504,Scenario11,B
17,2.422267207226177,Scenario11,B
18,2.438298414375373,Scenario11,B
19,2.4539427091703883,Scenario11,B
20,2.469214715485191,Scenario11,B
21,2.5186152760791285,Scenario11,B
22,2.584254121776329,Scenario11,B
23,2.6505288373515397,Scenario11,B
24,2.7237144027868068,Scenario11,B
25,2.806682573059871,Scenario11,B
26,2.9630529122101295,Scenario11,B
27,3.084769684590138,Scenario11,B
28,3.276178692663832,Scenario11,B
29,3.4008131034857834,Scenario11,B
30,3.488590699123898,Scenario11,B
31,3.572471175960047,Scenario11,B
32,3.6525091461640327,Scenario11,B
33,3.728773278162072,Scenario11,B
34,3.8013402326471635,Scenario11,B
35,3.870247229408483,Scenario11,B
36,3.9244716343277393,Scenario11,B
0,1.737025827858615,Scenario11,B
1,1.7618541674394588,Scenario11,B
2,1.7853543243497487,Scenario11,B
3,1.8076177819497694,Scenario11,B
4,1.8287639910438775,Scenario11,B
5,1.8489586008626184,Scenario11,B
6,1.8683183512857422,Scenario11,B
7,1.8868934698891495,Scenario11,B
8,1.9047340459060607,Scenario11,B
9,1.9219038566448017,Scenario11,B
10,1.9384909570043156,Scenario11,B
11,1.9545577443359954,Scenario11,B
12,1.9701312680204106,Scenario11,B
13,1.9852393926893552,Scenario11,B
14,1.999915919147678,Scenario11,B
15,2.0331092668761874,Scenario11,B
16,2.101366614063004,Scenario11,B
17,2.170404899468614,Scenario11,B
18,2.2446270809745412,Scenario11,B
19,2.3224403339015827,Scenario11,B
20,2.401440279961448,Scenario11,B
21,2.4816836689035795,Scenario11,B
22,2.563225112702876,Scenario11,B
23,2.6461251501234697,Scenario11,B
24,2.7304494256181693,Scenario11,B
25,2.816271493821027,Scenario11,B
26,2.9036691170403146,Scenario11,B
27,2.9923453223745438,Scenario11,B
28,3.0782415830747776,Scenario11,B
29,3.160294786925813,Scenario11,B
30,3.23856276980762,Scenario11,B
31,3.313119406945049,Scenario11,B
32,3.3840507779450326,Scenario11,B
33,3.451455160303132,Scenario11,B
34,3.515439032167676,Scenario11,B
35,3.5761113271356297,Scenario11,B
36,3.633563120090047,Scenario11,B
37,3.6877241719705207,Scenario11,B
38,3.707186207972498,Scenario11,B
0,0.5396904494154344,Scenario11,B
1,0.5500352117096718,Scenario11,B
2,0.5600594229252516,Scenario11,B
3,0.5699441180523714,Scenario11,B
4,0.5795487261135301,Scenario11,B
5,0.5889032975901136,Scenario11,B
6,0.598133456319446,Scenario11,B
7,0.6091744710011038,Scenario11,B
8,0.6345939009683175,Scenario11,B
9,0.6610970350050418,Scenario11,B
10,0.6873922209701808,Scenario11,B
11,0.713490948609603,Scenario11,B
12,0.7391404068376297,Scenario11,B
13,0.7640115785260586,Scenario11,B
14,0.7881245086153661,Scenario11,B
15,0.8115002679013998,Scenario11,B
16,0.8341633818437508,Scenario11,B
17,0.8561434406852977,Scenario11,B
18,0.8774686321036311,Scenario11,B
19,0.8981615056763674,Scenario11,B
20,0.9182480144505258,Scenario11,B
21,0.9377572795317461,Scenario11,B
22,0.9567227596030137,Scenario11,B
23,0.9870897886609769,Scenario11,B
24,1.0448562626164408,Scenario11,B
25,1.1109840155219686,Scenario11,B
26,1.1984747431022535,Scenario11,B
27,1.3234348394157252,Scenario11,B
28,1.469946219037899,Scenario11,B
29,1.6686582364839777,Scenario11,B
30,1.9012998023302408,Scenario11,B
31,2.213923020538518,Scenario11,B
32,2.6123659186293744,Scenario11,B
33,3.0856588267302665,Scenario11,B
34,3.5883237397229806,Scenario11,B
35,4.199769654506867,Scenario11,B
36,4.938228577899927,Scenario11,B
0,3.488283867755554,Scenario11,B
1,3.4893526838517106,Scenario11,B
2,3.4892115870370017,Scenario11,B
3,3.489711996034291,Scenario11,B
4,3.5212880707994194,Scenario11,B
5,3.6325233793965372,Scenario11,B
6,3.757182036746335,Scenario11,B
7,3.876360863676954,Scenario11,B
8,3.9901245212602126,Scenario11,B
9,4.09855840916574,Scenario11,B
10,4.201775231233636,Scenario11,B
11,4.299922812084567,Scenario11,B
12,4.393145604665894,Scenario11,B
13,4.471088305660592,Scenario11,B
14,4.490789476482586,Scenario11,B
15,4.477724879352513,Scenario11,B
16,4.453187429367136,Scenario11,B
17,4.424654077852888,Scenario11,B
18,4.396793974270176,Scenario11,B
19,4.395429171530426,Scenario11,B
20,4.4765832491582405,Scenario11,B
21,4.553434869967611,Scenario11,B
22,4.626130432226607,Scenario11,B
23,4.694820877604506,Scenario11,B
24,4.759660386089151,Scenario11,B
25,4.820808042242648,Scenario11,B
26,4.878423718120224,Scenario11,B
27,4.932668954220022,Scenario11,B
28,4.98370373326522,Scenario11,B
29,5.031686700021777,Scenario11,B
30,5.076775889271337,Scenario11,B
31,5.119125734261498,Scenario11,B
32,5.158889916624734,Scenario11,B
33,5.19621790528865,Scenario11,B
34,5.2312554764298715,Scenario11,B
35,5.264142524959077,Scenario11,B
36,5.295013611993265,Scenario11,B
37,5.323996413702743,Scenario11,B
38,5.351206502516729,Scenario11,B
39,5.376269751269899,Scenario11,B
0,1.4007162658919188,Scenario11,B
1,1.4350271779070836,Scenario11,B
2,1.4678051274243757,Scenario11,B
3,1.4991352778082128,Scenario11,B
4,1.529127656028964,Scenario11,B
5,1.5579353717428193,Scenario11,B
6,1.5856663874467367,Scenario11,B
7,1.6123668214508657,Scenario11,B
8,1.6380836508789227,Scenario11,B
9,1.6628746747275795,Scenario11,B
10,1.6868214114939981,Scenario11,B
11,1.7099819364472642,Scenario11,B
12,1.7323812863854444,Scenario11,B
13,1.7540445711781052,Scenario11,B
14,1.775004052737652,Scenario11,B
15,1.7953055958940292,Scenario11,B
16,1.8149821857402166,Scenario11,B
17,1.8340514565545722,Scenario11,B
18,1.8525310236755483,Scenario11,B
19,1.8704401125639223,Scenario11,B
20,1.887801050058477,Scenario11,B
21,1.9046330113690846,Scenario11,B
22,1.9209493844624115,Scenario11,B
23,1.936764484707292,Scenario11,B
24,1.9520938942024508,Scenario11,B
25,1.9669548270167923,Scenario11,B
26,1.981364872401246,Scenario11,B
27,1.9953417760663164,Scenario11,B
28,2.008904605255154,Scenario11,B
29,2.0220741342479505,Scenario11,B
30,2.03487240812098,Scenario11,B
31,2.047320139353641,Scenario11,B
32,2.059430904085329,Scenario11,B
33,2.071189017480558,Scenario11,B
34,2.1028543998351665,Scenario11,B
35,2.1807249012657905,Scenario11,B
0,1.0261793916689412,Scenario11,B
1,1.004604964409343,Scenario11,B
2,0.9833380694948324,Scenario11,B
3,0.9623835733782622,Scenario11,B
4,0.9417944235326332,Scenario11,B
5,0.9286252702670574,Scenario11,B
6,0.9376847114102675,Scenario11,B
7,0.9582837666310504,Scenario11,B
8,0.9822721904886582,Scenario11,B
9,1.0059976799753527,Scenario11,B
10,1.0294929311464567,Scenario11,B
11,1.0527584470579416,Scenario11,B
12,1.0757971581726673,Scenario11,B
13,1.0986188287364933,Scenario11,B
14,1.1212462296899743,Scenario11,B
15,1.143688664912007,Scenario11,B
16,1.1843111311548948,Scenario11,B
17,1.2732220696836831,Scenario11,B
18,1.4043356107538192,Scenario11,B
19,1.558018046317359,Scenario11,B
20,1.7761956147384819,Scenario11,B
21,2.090048246145963,Scenario11,B
22,2.5078039346602834,Scenario11,B
23,2.988996302038788,Scenario11,B
24,3.204243730992707,Scenario11,B
25,3.2830528124917695,Scenario11,B
26,3.358125500040299,Scenario11,B
27,3.4295397848272104,Scenario11,B
28,3.4973844517310786,Scenario11,B
29,3.5617606126782713,Scenario11,B
30,3.622775275607906,Scenario11,B
31,3.6805293164352544,Scenario11,B
32,3.7330376573751805,Scenario11,B
0,1.508604585685584,Scenario11,B
1,1.534566681651126,Scenario11,B
2,1.559178558082091,Scenario11,B
3,1.5825325696461428,Scenario11,B
4,1.6047472029097638,Scenario11,B
5,1.6259891642593614,Scenario11,B
6,1.6463761683937368,Scenario11,B
7,1.6659584425110472,Scenario11,B
8,1.6847867645911592,Scenario11,B
9,1.7029243416587687,Scenario11,B
10,1.7204620828190418,Scenario11,B
11,1.7374652779858333,Scenario11,B
12,1.753962323972703,Scenario11,B
13,1.7699826806999712,Scenario11,B
14,1.7855613517956228,Scenario11,B
15,1.8414778843071207,Scenario11,B
16,2.0706346763328987,Scenario11,B
17,2.5645437005285423,Scenario11,B
18,3.1027290591370953,Scenario11,B
19,3.7677502182445837,Scenario11,B
20,4.5182324685532755,Scenario11,B
21,4.72056864467392,Scenario11,B
22,4.744086503178065,Scenario11,B
23,4.766232464087606,Scenario11,B
24,4.787106503945218,Scenario11,B
25,4.806802244969874,Scenario11,B
26,4.825409753451547,Scenario11,B
27,4.843011901387826,Scenario11,B
28,4.859686469275307,Scenario11,B
29,4.875506782464091,Scenario11,B
30,4.890540574788021,Scenario11,B
31,4.904851139226566,Scenario11,B
32,4.918499054621541,Scenario11,B
33,4.931541793542868,Scenario11,B
34,4.941877103671805,Scenario11,B
35,4.9412348120077825,Scenario11,B
36,4.921029688673318,Scenario11,B
37,4.889799028512919,Scenario11,B
38,4.813392988964824,Scenario11,B
0,-0.009022221514091378,Scenario11,B
1,0.02085033678949033,Scenario11,B
2,0.049984114640876154,Scenario11,B
3,0.07846833866242475,Scenario11,B
4,0.1064405827047783,Scenario11,B
5,0.1339944830666675,Scenario11,B
6,0.16116108474662694,Scenario11,B
7,0.18778719965026713,Scenario11,B
8,0.2134634004876208,Scenario11,B
9,0.23826493078999533,Scenario11,B
10,0.26226097898143896,Scenario11,B
11,0.2854834977957439,Scenario11,B
12,0.30796697548369956,Scenario11,B
13,0.32975511993774864,Scenario11,B
14,0.3509097123630269,Scenario11,B
15,0.37147952805458173,Scenario11,B
16,0.3941328693413366,Scenario11,B
17,0.44559281702518394,Scenario11,B
18,0.5583448674217726,Scenario11,B
19,0.6971112710241709,Scenario11,B
20,0.8554135616103333,Scenario11,B
21,1.0788907812699624,Scenario11,B
22,1.397828901593644,Scenario11,B
23,1.8261474905870112,Scenario11,B
24,2.3651696467122743,Scenario11,B
25,3.0511905109095636,Scenario11,B
26,4.060801359527151,Scenario11,B
27,5.621062302673831,Scenario11,B
28,8.213195401576943,Scenario11,B
0,2.0605426221437253,Scenario11,B
1,2.092279730001848,Scenario11,B
2,2.1228113746406825,Scenario11,B
3,2.1522497051915117,Scenario11,B
4,2.18064274232886,Scenario11,B
5,2.2080379538877346,Scenario11,B
6,2.2344949668731107,Scenario11,B
7,2.2600989380586194,Scenario11,B
8,2.2849107633428343,Scenario11,B
9,2.3089546414082847,Scenario11,B
10,2.332256190936893,Scenario11,B
11,2.3548472091337316,Scenario11,B
12,2.3767756562346936,Scenario11,B
13,2.3980734258305447,Scenario11,B
14,2.4187573805425213,Scenario11,B
15,2.4388422191163457,Scenario11,B
16,2.458346086013217,Scenario11,B
17,2.4772902789793116,Scenario11,B
18,2.4956939560161278,Scenario11,B
19,2.5135705125902588,Scenario11,B
20,2.5309351196187704,Scenario11,B
21,2.5478010549047543,Scenario11,B
22,2.564182009640316,Scenario11,B
23,2.580093234787049,Scenario11,B
24,2.5955505471749785,Scenario11,B
25,2.6105673394067535,Scenario11,B
26,2.6251595431754255,Scenario11,B
27,2.6393442668535747,Scenario11,B
28,2.6531390476328625,Scenario11,B
29,2.666563948997434,Scenario11,B
30,2.679640426534535,Scenario11,B
31,2.7183426123467638,Scenario11,B
32,2.7689520633210205,Scenario11,B
33,2.819686748645415,Scenario11,B
34,2.854988145264272,Scenario11,B
0,-0.7979513567489396,Scenario11,C
1,-0.7712435745111779,Scenario11,C
2,-0.7450637723592615,Scenario11,C
3,-0.7045858608797846,Scenario11,C
4,-0.663506324340629,Scenario11,C
5,-0.6228989812608545,Scenario11,C
6,-0.5904512900131058,Scenario11,C
7,-0.5622334723210352,Scenario11,C
8,-0.5347226892828121,Scenario11,C
9,-0.5202245347016721,Scenario11,C
10,-0.5207918843978248,Scenario11,C
11,-0.5013215077607001,Scenario11,C
12,-0.4395796903509739,Scenario11,C
13,-0.3097324213128454,Scenario11,C
14,-0.14721482499667582,Scenario11,C
15,0.0388993922487737,Scenario11,C
16,0.2615424020938537,Scenario11,C
17,0.5081660784377489,Scenario11,C
18,0.7890551561538426,Scenario11,C
19,1.0871781621649697,Scenario11,C
20,1.380228816810623,Scenario11,C
21,1.6928641592542333,Scenario11,C
22,2.0749795737598156,Scenario11,C
23,2.5604742499930797,Scenario11,C
24,3.201017633192966,Scenario11,C
25,4.066172463116423,Scenario11,C
26,5.277249344629611,Scenario11,C
27,7.059764066019696,Scenario11,C
28,9.971663466304816,Scenario11,C
29,10.0,Scenario11,C
30,10.0,Scenario11,C
31,10.0,Scenario11,C
32,10.0,Scenario11,C
33,10.0,Scenario11,C
34,10.0,Scenario11,C
35,10.0,Scenario11,C
36,10.0,Scenario11,C
37,10.0,Scenario11,C
38,10.0,Scenario11,C
39,10.0,Scenario11,C
40,10.0,Scenario11,C
41,10.0,Scenario11,C
0,-0.46198583618368483,Scenario11,C
1,-0.44081442022928163,Scenario11,C
2,-0.4114456261907158,Scenario11,C
3,-0.37847575599033334,Scenario11,C
4,-0.34615473048003853,Scenario11,C
5,-0.30788029638058845,Scenario11,C
6,-0.25789338484283775,Scenario11,C
7,-0.21007018070440164,Scenario11,C
8,-0.16436132766091127,Scenario11,C
9,-0.16321244560674097,Scenario11,C
10,-0.16225471630358035,Scenario11,C
11,-0.16031267952890982,Scenario11,C
12,-0.10435771370578983,Scenario11,C
13,-0.002900091545663841,Scenario11,C
14,0.12666356675249002,Scenario11,C
15,0.281318226603128,Scenario11,C
16,0.42359325465618447,Scenario11,C
17,0.577079068134527,Scenario11,C
18,0.7561811490561847,Scenario11,C
19,1.050504174292115,Scenario11,C
20,1.545219707467104,Scenario11,C
21,2.2202338778680115,Scenario11,C
22,3.1633148167968903,Scenario11,C
23,4.852644388372678,Scenario11,C
24,8.931187286845704,Scenario11,C
25,10.0,Scenario11,C
26,10.0,Scenario11,C
27,10.0,Scenario11,C
28,10.0,Scenario11,C
0,-0.06298358854967256,Scenario11,C
1,-0.046097579202428296,Scenario11,C
2,-0.029984866369248575,Scenario11,C
3,-0.013648772047691882,Scenario11,C
4,-0.022861040315337533,Scenario11,C
5,-0.04412563089307042,Scenario11,C
6,-0.06728363415438077,Scenario11,C
7,-0.07943630987948458,Scenario11,C
8,-0.07296772979968269,Scenario11,C
9,-0.06689862449115491,Scenario11,C
10,-0.06015008194024185,Scenario11,C
11,-0.03114301475510972,Scenario11,C
12,-0.0026394795278990024,Scenario11,C
13,0.025281161438264643,Scenario11,C
14,0.05757081656267227,Scenario11,C
15,0.09125933276477438,Scenario11,C
16,0.1458022318499279,Scenario11,C
17,0.19886392536319963,Scenario11,C
18,0.2821289850332045,Scenario11,C
19,0.3872793446812035,Scenario11,C
20,0.5283080256991495,Scenario11,C
21,0.710014894417861,Scenario11,C
22,0.937296352650921,Scenario11,C
23,1.256937729541356,Scenario11,C
24,1.6943440266033594,Scenario11,C
25,2.2291818577202243,Scenario11,C
26,2.8694195170727754,Scenario11,C
27,3.6471137088007595,Scenario11,C
28,4.690447200088335,Scenario11,C
29,6.405349363579177,Scenario11,C
30,9.79009404094509,Scenario11,C
0,0.03858006302668748,Scenario11,C
1,0.0032929860989385773,Scenario11,C
2,0.027817044352184794,Scenario11,C
3,0.08159722098694022,Scenario11,C
4,0.1329267438293309,Scenario11,C
5,0.17984018181545158,Scenario11,C
6,0.22071319640051001,Scenario11,C
7,0.2599039040373481,Scenario11,C
8,0.2974455170405732,Scenario11,C
9,0.34904307312618776,Scenario11,C
10,0.3977978710893746,Scenario11,C
11,0.4457670153540012,Scenario11,C
12,0.474175478512155,Scenario11,C
13,0.49265583626777154,Scenario11,C
14,0.5106600644775643,Scenario11,C
15,0.5284689571684771,Scenario11,C
16,0.5463366041560014,Scenario11,C
17,0.5637639264198269,Scenario11,C
18,0.5807829838847249,Scenario11,C
19,0.5875171968898569,Scenario11,C
20,0.5987278096026931,Scenario11,C
21,0.6329488880147212,Scenario11,C
22,0.6590907012572016,Scenario11,C
23,0.6843994181685746,Scenario11,C
24,0.7159343541471972,Scenario11,C
25,0.7557577334476102,Scenario11,C
26,0.8201255545536223,Scenario11,C
27,0.9267674903991903,Scenario11,C
28,1.0765237302236752,Scenario11,C
29,1.2910846960648803,Scenario11,C
30,1.5790107815324426,Scenario11,C
31,1.9321360692103844,Scenario11,C
32,2.3366653997672557,Scenario11,C
33,2.7930795700858435,Scenario11,C
34,3.355482779570699,Scenario11,C
35,4.073522302554036,Scenario11,C
36,4.963922403081375,Scenario11,C
37,6.092970212289899,Scenario11,C
38,7.501973520629364,Scenario11,C
39,9.018062338479245,Scenario11,C
40,9.041501909892125,Scenario11,C
41,9.085484414664577,Scenario11,C
42,9.129513231386401,Scenario11,C
0,-1.0275928400117964,Scenario11,C
1,-0.946047326462446,Scenario11,C
2,-0.857704934070088,Scenario11,C
3,-0.7702623506250492,Scenario11,C
4,-0.6745379949936634,Scenario11,C
5,-0.5677617758293287,Scenario11,C
6,-0.41750860653242405,Scenario11,C
7,-0.25157843032992355,Scenario11,C
8,-0.07865055524270481,Scenario11,C
9,0.09133025833783215,Scenario11,C
10,0.27520948156390235,Scenario11,C
11,0.5124389798519844,Scenario11,C
12,0.8686830534593919,Scenario11,C
13,1.419102009377415,Scenario11,C
14,2.1497755466219033,Scenario11,C
15,3.0315502079792602,Scenario11,C
16,4.032644011004969,Scenario11,C
17,5.304106349976554,Scenario11,C
18,7.074985106746849,Scenario11,C
19,9.833589559937721,Scenario11,C
20,10.0,Scenario11,C
21,10.0,Scenario11,C
22,10.0,Scenario11,C
23,10.0,Scenario11,C
24,10.0,Scenario11,C
0,1.746070056681034,Scenario11,C
1,1.7843206997191041,Scenario11,C
2,1.8217386492852885,Scenario11,C
3,1.8583381072983278,Scenario11,C
4,1.8914566835847055,Scenario11,C
5,1.923940697742255,Scenario11,C
6,1.953694382669608,Scenario11,C
7,1.9924473341643907,Scenario11,C
8,2.035019852923007,Scenario11,C
9,2.0789553657083957,Scenario11,C
10,2.1100500230250137,Scenario11,C
11,2.118418992783435,Scenario11,C
12,2.124273147619538,Scenario11,C
13,2.1308391887192135,Scenario11,C
14,2.162178283542633,Scenario11,C
15,2.192571584908909,Scenario11,C
16,2.2219155669665502,Scenario11,C
17,2.243332433231685,Scenario11,C
18,2.261176810425561,Scenario11,C
19,2.275945471478381,Scenario11,C
20,2.2886478461944484,Scenario11,C
21,2.297373547639845,Scenario11,C
22,2.3072443343036784,Scenario11,C
23,2.314909093362016,Scenario11,C
24,2.3201163602252333,Scenario11,C
25,2.3271465767814745,Scenario11,C
26,2.3325871904886664,Scenario11,C
27,2.403251806630222,Scenario11,C
28,2.5374024637898627,Scenario11,C
29,2.6648424084804923,Scenario11,C
30,2.7354124614479605,Scenario11,C
31,2.797676780616871,Scenario11,C
32,2.8602651357146787,Scenario11,C
33,2.9227352856885953,Scenario11,C
34,2.984489056005248,Scenario11,C
35,3.046577255076022,Scenario11,C
0,1.9345586086986195,Scenario11,C
1,1.970438316471602,Scenario11,C
2,2.009580348644406,Scenario11,C
3,2.052881947857398,Scenario11,C
4,2.094513762383343,Scenario11,C
5,2.1345011035209005,Scenario11,C
6,2.153070251718997,Scenario11,C
7,2.1714401467441773,Scenario11,C
8,2.1897259975687544,Scenario11,C
9,2.1988809958862174,Scenario11,C
10,2.2025388638356915,Scenario11,C
11,2.2069082049369984,Scenario11,C
12,2.2157021455682817,Scenario11,C
13,2.2321786702285227,Scenario11,C
14,2.248521115162525,Scenario11,C
15,2.2647569051591154,Scenario11,C
16,2.3002810979094863,Scenario11,C
17,2.3334655840923997,Scenario11,C
18,2.365207016122074,Scenario11,C
19,2.388732873992535,Scenario11,C
20,2.4074572112006822,Scenario11,C
21,2.4257426516594354,Scenario11,C
22,2.4422244882588307,Scenario11,C
23,2.4559095724508104,Scenario11,C
24,2.46805126344131,Scenario11,C
25,2.4796377138892365,Scenario11,C
26,2.493603886591662,Scenario11,C
27,2.507565511970493,Scenario11,C
28,2.521522052672262,Scenario11,C
29,2.53085476667336,Scenario11,C
30,2.5383520108284334,Scenario11,C
31,2.548279775431942,Scenario11,C
32,2.558750821961145,Scenario11,C
33,2.5495044375995923,Scenario11,C
0,-0.03779517790697229,Scenario11,C
1,0.008752366040282844,Scenario11,C
2,0.05407545090348531,Scenario11,C
3,0.0934172934288009,Scenario11,C
4,0.1254814679077576,Scenario11,C
5,0.15725718823689894,Scenario11,C
6,0.18874079627659457,Scenario11,C
7,0.22050873134462545,Scenario11,C
8,0.25125722445976084,Scenario11,C
9,0.28100430080627037,Scenario11,C
10,0.2996119442468004,Scenario11,C
11,0.30988783518869933,Scenario11,C
12,0.3201769549624389,Scenario11,C
13,0.33506297136338237,Scenario11,C
14,0.35867972137755766,Scenario11,C
15,0.3814792747205136,Scenario11,C
16,0.40349247532351207,Scenario11,C
17,0.40066637529800175,Scenario11,C
18,0.3977087265046495,Scenario11,C
19,0.3937605294086628,Scenario11,C
20,0.393863676990863,Scenario11,C
21,0.39541253929992615,Scenario11,C
22,0.39586251035220377,Scenario11,C
23,0.4002294662953467,Scenario11,C
24,0.41975313365090994,Scenario11,C
25,0.4984082774358727,Scenario11,C
26,0.600409192711455,Scenario11,C
27,0.7056463534010551,Scenario11,C
28,0.8569483204587018,Scenario11,C
29,1.0667859416890606,Scenario11,C
30,1.3267213406321616,Scenario11,C
31,1.634712636507027,Scenario11,C
32,2.03416769862906,Scenario11,C
33,2.601897491583274,Scenario11,C
34,3.4509942047225115,Scenario11,C
35,4.887423775531676,Scenario11,C
36,7.220686137249626,Scenario11,C
37,7.824885713254308,Scenario11,C
38,7.885489741410409,Scenario11,C
39,7.975437978286393,Scenario11,C
40,8.070439524230506,Scenario11,C
0,-0.08967492078959038,Scenario11,C
1,-0.0783585326141889,Scenario11,C
2,-0.06034798268162822,Scenario11,C
3,-0.057850498417580276,Scenario11,C
4,-0.05574787630781186,Scenario11,C
5,-0.0529635735081766,Scenario11,C
6,-0.04827311689531655,Scenario11,C
7,-0.04291226360338518,Scenario11,C
8,-0.03906960441682594,Scenario11,C
9,-0.010915343391897814,Scenario11,C
10,0.028324568273900397,Scenario11,C
11,0.06889640744468206,Scenario11,C
12,0.11067603327370668,Scenario11,C
13,0.15624236908031852,Scenario11,C
14,0.1988705666602173,Scenario11,C
15,0.24175209816155574,Scenario11,C
16,0.2623876820714459,Scenario11,C
17,0.282419957114612,Scenario11,C
18,0.3019629053260928,Scenario11,C
19,0.3237049874579996,Scenario11,C
20,0.36512001249049586,Scenario11,C
21,0.42776084056329977,Scenario11,C
22,0.5110720775138831,Scenario11,C
23,0.6264196726589544,Scenario11,C
24,0.7584165852493847,Scenario11,C
25,0.9218255237979045,Scenario11,C
26,1.148096660166597,Scenario11,C
27,1.4730648131941453,Scenario11,C
28,1.8596490407851451,Scenario11,C
29,2.3654814420930013,Scenario11,C
30,3.0342013038613733,Scenario11,C
31,3.841455176288733,Scenario11,C
32,4.794546662003231,Scenario11,C
33,5.885157635854408,Scenario11,C
34,7.206227716156374,Scenario11,C
35,8.760389489495777,Scenario11,C
36,8.790216150874132,Scenario11,C
0,1.4291185954941046,Scenario11,C
1,1.4404861797809314,Scenario11,C
2,1.4505650043582374,Scenario11,C
3,1.460402423820419,Scenario11,C
4,1.513862885419465,Scenario11,C
5,1.628807832131729,Scenario11,C
6,1.7432225872310867,Scenario11,C
7,1.8380865043452639,Scenario11,C
8,1.9291259468194206,Scenario11,C
9,2.0217152767228064,Scenario11,C
10,2.120803219529058,Scenario11,C
11,2.230768313431407,Scenario11,C
12,2.34243892168216,Scenario11,C
13,2.4569039438893254,Scenario11,C
14,2.5908160138024714,Scenario11,C
15,2.7237885287674652,Scenario11,C
16,2.857879175557583,Scenario11,C
17,2.98017970856167,Scenario11,C
18,3.092042831060428,Scenario11,C
19,3.1991112127706005,Scenario11,C
20,3.2977016815556413,Scenario11,C
21,3.3822100556736556,Scenario11,C
22,3.462903542729581,Scenario11,C
23,3.5389439509213716,Scenario11,C
24,3.6202006375575575,Scenario11,C
25,3.6992649694066846,Scenario11,C
26,3.7733734792378923,Scenario11,C
27,3.8476124863687446,Scenario11,C
28,3.9184243526731954,Scenario11,C
29,3.985872282846583,Scenario11,C
30,4.043557525091579,Scenario11,C
31,4.089573823177814,Scenario11,C
32,4.133606117523172,Scenario11,C
33,4.175823376824369,Scenario11,C
34,4.220513962598872,Scenario11,C
35,4.26130549834551,Scenario11,C
36,4.298180746875209,Scenario11,C
37,4.326232579664142,Scenario11,C
0,1.6536638808866884,Scenario11,C
1,1.701328699990916,Scenario11,C
2,1.7481510096250488,Scenario11,C
3,1.7931329149841506,Scenario11,C
4,1.8375343112482714,Scenario11,C
5,1.880648381975901,Scenario11,C
6,1.9247312092856768,Scenario11,C
7,1.9622098117363715,Scenario11,C
8,1.9890140485020544,Scenario11,C
9,2.015134862845053,Scenario11,C
10,2.0405914437095856,Scenario11,C
11,2.062658357486433,Scenario11,C
12,2.0843172455074015,Scenario11,C
13,2.1046369605853674,Scenario11,C
14,2.127191727409387,Scenario11,C
15,2.151171093221295,Scenario11,C
16,2.174161044074337,Scenario11,C
17,2.1976203486199886,Scenario11,C
18,2.2229099371923673,Scenario11,C
19,2.247087418378525,Scenario11,C
20,2.2701779158145534,Scenario11,C
21,2.2855981898289146,Scenario11,C
22,2.3009835967937953,Scenario11,C
23,2.3144855227472356,Scenario11,C
24,2.332319294694254,Scenario11,C
25,2.3516147715741598,Scenario11,C
26,2.372254067761901,Scenario11,C
27,2.392176820733403,Scenario11,C
28,2.4117936653321537,Scenario11,C
29,2.429154530188036,Scenario11,C
30,2.4461917762609215,Scenario11,C
31,2.4616886441348695,Scenario11,C
32,2.4753461318973486,Scenario11,C
33,2.4764278684606436,Scenario11,C
0,2.5513113760695436,Scenario11,C
1,2.5854451611100746,Scenario11,C
2,2.618211550527439,Scenario11,C
3,2.6506906432316373,Scenario11,C
4,2.673313812737145,Scenario11,C
5,2.6953046358283865,Scenario11,C
6,2.7167189775768383,Scenario11,C
7,2.7524312757390983,Scenario11,C
8,2.8179082207180515,Scenario11,C
9,2.9267935431302714,Scenario11,C
10,3.026574576321301,Scenario11,C
11,3.1155916884038786,Scenario11,C
12,3.2101481788861945,Scenario11,C
13,3.307143623204462,Scenario11,C
14,3.4216098056046254,Scenario11,C
15,3.5105258833670123,Scenario11,C
16,3.592051815515453,Scenario11,C
17,3.662247940935047,Scenario11,C
18,3.6972975939686807,Scenario11,C
19,3.7234057287808344,Scenario11,C
20,3.7193941551224095,Scenario11,C
21,3.664514239814735,Scenario11,C
22,3.576977269144317,Scenario11,C
23,3.45249997746006,Scenario11,C
