index,deltaTTCP,scenario,strategy
31,-2.184684109554062,Scenario10,B
32,-2.2654756386267443,Scenario10,B
33,-2.3380927003245273,Scenario10,B
34,-2.4054910329115993,Scenario10,B
35,-2.469510725991734,Scenario10,B
36,-2.5303671699368673,Scenario10,B
37,-2.588235914863637,Scenario10,B
38,-2.6430305550929916,Scenario10,B
39,-2.694253903217326,Scenario10,B
40,-2.741772783093956,Scenario10,B
41,-2.7858126266309204,Scenario10,B
42,-2.8265069725010052,Scenario10,B
43,-2.8633700230711674,Scenario10,B
44,-2.8958338637632486,Scenario10,B
45,-2.9231028464599125,Scenario10,B
46,-2.9473165303866735,Scenario10,B
47,-2.9566909280177205,Scenario10,B
0,-2.5565690050950716,Scenario10,C
1,-2.514880068355593,Scenario10,C
2,-2.5344105912734403,Scenario10,C
3,-2.5871183715586605,Scenario10,C
4,-2.6448348121965886,Scenario10,C
5,-2.6297814452445483,Scenario10,C
6,-2.472511318000958,Scenario10,C
7,-2.323863452642634,Scenario10,C
8,-2.177570188986758,Scenario10,C
9,-2.0825456254634362,Scenario10,C
10,-1.9917991818848213,Scenario10,C
11,-1.9051492185836185,Scenario10,C
12,-1.8576741942183208,Scenario10,C
13,-1.829545244768572,Scenario10,C
14,-1.798764041028833,Scenario10,C
15,-1.7972299541256067,Scenario10,C
16,-1.8607937201947893,Scenario10,C
17,-1.92688337343359,Scenario10,C
18,-2.005580700047761,Scenario10,C
19,-1.9475721566440662,Scenario10,C
20,-1.9128136833594116,Scenario10,C
21,-1.8958330862529889,Scenario10,C
22,-1.9201214834202056,Scenario10,C
23,-1.963497560249376,Scenario10,C
24,-1.9995203620148279,Scenario10,C
25,-2.0241955381146246,Scenario10,C
26,-2.0342365156335993,Scenario10,C
27,-2.0426553306334956,Scenario10,C
28,-2.050009791567959,Scenario10,C
29,-2.134146584226682,Scenario10,C
30,-2.2141515725448064,Scenario10,C
31,-2.2899531357926066,Scenario10,C
32,-2.2780153651049257,Scenario10,C
33,-2.227226857994637,Scenario10,C
34,-2.18119652066002,Scenario10,C
35,-2.1521651989857977,Scenario10,C
36,-2.160231103732416,Scenario10,C
37,-2.1686950844750585,Scenario10,C
38,-2.177422625194411,Scenario10,C
39,-2.2499017489611126,Scenario10,C
40,-2.319628023996654,Scenario10,C
41,-2.3877165885385114,Scenario10,C
42,-2.4211768919520664,Scenario10,C
43,-2.4342267863526237,Scenario10,C
44,-2.444604222644041,Scenario10,C
45,-2.4558793446186513,Scenario10,C
46,-2.47082628843913,Scenario10,C
0,-3.964902011167177,Scenario10,C
1,-4.000587907970893,Scenario10,C
2,-3.99092312868218,Scenario10,C
3,-3.8940945238136844,Scenario10,C
4,-3.7895709394171964,Scenario10,C
5,-3.6793846495135836,Scenario10,C
6,-3.5108465311025294,Scenario10,C
7,-3.3525750231112306,Scenario10,C
8,-3.204553249536802,Scenario10,C
9,-3.1675964497737015,Scenario10,C
10,-3.1842445642337127,Scenario10,C
11,-3.2004888178731896,Scenario10,C
12,-3.205544574212884,Scenario10,C
13,-3.189145695968434,Scenario10,C
14,-3.175024300756114,Scenario10,C
15,-3.1615389230259114,Scenario10,C
16,-3.125752548338963,Scenario10,C
17,-3.095499361388852,Scenario10,C
18,-3.071288867752293,Scenario10,C
19,-3.077555837786605,Scenario10,C
20,-3.0980001621705933,Scenario10,C
21,-3.1056318297885506,Scenario10,C
22,-3.088038025531989,Scenario10,C
23,-3.0286564648026646,Scenario10,C
24,-2.9734374167361897,Scenario10,C
25,-2.917290196030006,Scenario10,C
26,-2.954084522381888,Scenario10,C
27,-2.9905261130715837,Scenario10,C
28,-3.029763794277262,Scenario10,C
29,-3.037820218904602,Scenario10,C
30,-3.030227600839579,Scenario10,C
31,-3.0239232967546807,Scenario10,C
32,-3.047873644919557,Scenario10,C
33,-3.1187761395913935,Scenario10,C
34,-3.1888177489821996,Scenario10,C
35,-3.2593880975881246,Scenario10,C
36,-3.2789375291911,Scenario10,C
0,-3.885701023725334,Scenario10,C
1,-3.8879375262910294,Scenario10,C
2,-3.7955326837494443,Scenario10,C
3,-3.6632808009841358,Scenario10,C
4,-3.539755701743348,Scenario10,C
5,-3.4619470799991294,Scenario10,C
6,-3.467461955099291,Scenario10,C
7,-3.473700484078157,Scenario10,C
8,-3.4796940309084854,Scenario10,C
9,-3.3831250967768143,Scenario10,C
10,-3.2924792073542526,Scenario10,C
11,-3.2076580140554873,Scenario10,C
12,-3.205980883167,Scenario10,C
13,-3.2435458023051535,Scenario10,C
14,-3.2837476954672145,Scenario10,C
15,-3.292063479961326,Scenario10,C
16,-3.2376442162295005,Scenario10,C
17,-3.1849297805325927,Scenario10,C
18,-3.134018661707416,Scenario10,C
19,-3.0894749569493363,Scenario10,C
20,-3.0477190219579224,Scenario10,C
21,-3.0087154372822926,Scenario10,C
22,-3.022852752874983,Scenario10,C
23,-3.066079237207462,Scenario10,C
24,-3.1112997008888694,Scenario10,C
25,-3.168717395797409,Scenario10,C
26,-3.252399541500931,Scenario10,C
27,-3.3368921417994066,Scenario10,C
28,-3.42407789494282,Scenario10,C
29,-3.439807309338656,Scenario10,C
30,-3.454526540520048,Scenario10,C
31,-3.468516523209291,Scenario10,C
32,-3.4262854761350092,Scenario10,C
33,-3.3608814108301486,Scenario10,C
34,-3.3010547289628067,Scenario10,C
35,-3.2450937529524073,Scenario10,C
0,-2.786196635689117,Scenario10,C
1,-2.7453055220714395,Scenario10,C
2,-2.7046428649207286,Scenario10,C
3,-2.6644479587876964,Scenario10,C
4,-2.6249509701696967,Scenario10,C
5,-2.5859167902679028,Scenario10,C
6,-2.547983051437705,Scenario10,C
7,-2.57638552705313,Scenario10,C
8,-2.6073621836972194,Scenario10,C
9,-2.6428809235866186,Scenario10,C
10,-2.582698377299482,Scenario10,C
11,-2.478353215096331,Scenario10,C
12,-2.3769341530074124,Scenario10,C
13,-2.2917856879767986,Scenario10,C
14,-2.240557514165704,Scenario10,C
15,-2.191236185686882,Scenario10,C
16,-2.1437977114866333,Scenario10,C
17,-2.145913855612632,Scenario10,C
18,-2.155857442865744,Scenario10,C
19,-2.2061745084505913,Scenario10,C
20,-2.340030084998556,Scenario10,C
21,-2.521508412552916,Scenario10,C
22,-2.707636035455957,Scenario10,C
23,-2.838045487087401,Scenario10,C
24,-2.8540228529355427,Scenario10,C
25,-2.8716136592169383,Scenario10,C
26,-2.898585128226478,Scenario10,C
27,-2.783136630406034,Scenario10,C
28,-2.6811901194832175,Scenario10,C
29,-2.5912283791315303,Scenario10,C
30,-2.6322081203750662,Scenario10,C
31,-2.734466250327749,Scenario10,C
32,-2.8296744937694642,Scenario10,C
33,-2.9032604674344773,Scenario10,C
34,-2.9416243008349516,Scenario10,C
35,-2.9752103406531827,Scenario10,C
36,-3.0043745360975804,Scenario10,C
37,-2.9503227985614067,Scenario10,C
38,-2.895852939941513,Scenario10,C
39,-2.8447671161766577,Scenario10,C
40,-2.817866619622234,Scenario10,C
41,-2.8012728609363395,Scenario10,C
42,-2.783606545458767,Scenario10,C
43,-2.7530212233014653,Scenario10,C
0,-2.9790152626332986,Scenario10,C
1,-3.10814823864417,Scenario10,C
2,-3.228856297831231,Scenario10,C
3,-3.3506505957377177,Scenario10,C
4,-3.5432591643921345,Scenario10,C
5,-3.7540923289970918,Scenario10,C
6,-3.9845649560200815,Scenario10,C
7,-4.041709841826735,Scenario10,C
8,-4.012619038562409,Scenario10,C
9,-3.9965370985505997,Scenario10,C
10,-3.97670409882194,Scenario10,C
11,-3.9323073764076515,Scenario10,C
12,-3.8902543262269527,Scenario10,C
13,-3.853359160998122,Scenario10,C
14,-4.0489932719393185,Scenario10,C
15,-4.245533957694985,Scenario10,C
16,-4.449705985644281,Scenario10,C
17,-4.438986406056761,Scenario10,C
18,-4.326721371620344,Scenario10,C
19,-4.22022728380397,Scenario10,C
20,-4.175824207803243,Scenario10,C
21,-4.250989870688407,Scenario10,C
22,-4.323821982327279,Scenario10,C
23,-4.398464099874403,Scenario10,C
24,-4.400093015931626,Scenario10,C
25,-4.400602159617181,Scenario10,C
26,-4.399925324981687,Scenario10,C
27,-4.342818866837512,Scenario10,C
28,-4.254681584692198,Scenario10,C
29,-4.1725343621996895,Scenario10,C
30,-4.084819815319484,Scenario10,C
31,-3.98216771479466,Scenario10,C
32,-3.8876866888499326,Scenario10,C
33,-3.7989806422550916,Scenario10,C
34,-3.867195482575904,Scenario10,C
35,-3.933780232698905,Scenario10,C
36,-4.004377127234051,Scenario10,C
37,-4.045327389784054,Scenario10,C
38,-4.070355741835109,Scenario10,C
39,-4.0937339598271105,Scenario10,C
40,-4.053668443020299,Scenario10,C
0,-3.804408851511228,Scenario10,C
1,-3.7218527276273745,Scenario10,C
2,-3.6436293518512146,Scenario10,C
3,-3.569373705740979,Scenario10,C
4,-3.5072924481850896,Scenario10,C
5,-3.4446819714165753,Scenario10,C
6,-3.3834921585784183,Scenario10,C
7,-3.378445700098757,Scenario10,C
8,-3.4001559608762384,Scenario10,C
9,-3.421169310745308,Scenario10,C
10,-3.4884971740110604,Scenario10,C
11,-3.6540779874229883,Scenario10,C
12,-3.826675403358096,Scenario10,C
13,-4.002860872615733,Scenario10,C
14,-4.008047242265889,Scenario10,C
15,-4.012810150797334,Scenario10,C
16,-4.017441733302019,Scenario10,C
17,-3.974719283372382,Scenario10,C
18,-3.9114697015242235,Scenario10,C
19,-3.8454721943972334,Scenario10,C
20,-3.782590543841379,Scenario10,C
21,-3.719811618450514,Scenario10,C
22,-3.6588214182758443,Scenario10,C
23,-3.597221712730689,Scenario10,C
24,-3.632908773069186,Scenario10,C
25,-3.670168836360375,Scenario10,C
26,-3.7102945437344204,Scenario10,C
27,-3.6770681737548134,Scenario10,C
28,-3.611413693104786,Scenario10,C
29,-3.5452902317596062,Scenario10,C
30,-3.520555414910638,Scenario10,C
31,-3.5708714646521753,Scenario10,C
32,-3.6201323819791273,Scenario10,C
33,-3.6703788009733205,Scenario10,C
34,-3.725978737699735,Scenario10,C
35,-3.780614696589177,Scenario10,C
36,-3.828886034349802,Scenario10,C
0,-3.432993393357126,Scenario10,C
1,-3.3968292827875985,Scenario10,C
2,-3.3628790715627264,Scenario10,C
3,-3.3262126298323023,Scenario10,C
4,-3.2912671699899883,Scenario10,C
5,-3.258282558157385,Scenario10,C
6,-3.26739036729041,Scenario10,C
7,-3.296799428432264,Scenario10,C
8,-3.3249670520479566,Scenario10,C
9,-3.3590991443682516,Scenario10,C
10,-3.4086473475028822,Scenario10,C
11,-3.468051512304569,Scenario10,C
12,-3.5384243075138535,Scenario10,C
13,-3.475150241382159,Scenario10,C
14,-3.4212279990596293,Scenario10,C
15,-3.371614839438215,Scenario10,C
16,-3.3129019693800767,Scenario10,C
17,-3.2444180169431283,Scenario10,C
18,-3.1809345969778926,Scenario10,C
19,-3.1031629754270305,Scenario10,C
20,-3.0056242012220036,Scenario10,C
21,-2.915385327887374,Scenario10,C
22,-2.8301168962838474,Scenario10,C
23,-2.759849672674374,Scenario10,C
24,-2.6926157642374067,Scenario10,C
25,-2.6313812306869018,Scenario10,C
26,-2.6056985066145826,Scenario10,C
27,-2.598406510174511,Scenario10,C
28,-2.59118326428084,Scenario10,C
29,-2.571722745831029,Scenario10,C
30,-2.5298652237978247,Scenario10,C
31,-2.4874617275861595,Scenario10,C
32,-2.448718646507184,Scenario10,C
33,-2.380156933439612,Scenario10,C
34,-2.3169885729778406,Scenario10,C
35,-2.251779131408431,Scenario10,C
0,-4.078879444586331,Scenario10,C
1,-4.055051986499379,Scenario10,C
2,-3.9460137102583115,Scenario10,C
3,-3.800850473063153,Scenario10,C
4,-3.663636666333765,Scenario10,C
5,-3.5161951293143856,Scenario10,C
6,-3.3436852845953156,Scenario10,C
7,-3.1830219061735567,Scenario10,C
8,-3.029981896028259,Scenario10,C
9,-3.0802780815264477,Scenario10,C
10,-3.130691041570358,Scenario10,C
11,-3.1808307837812264,Scenario10,C
12,-3.193601420189726,Scenario10,C
13,-3.1851316101787703,Scenario10,C
14,-3.1769580497823875,Scenario10,C
15,-3.163991941515673,Scenario10,C
16,-3.1414288687980365,Scenario10,C
17,-3.1197564032458716,Scenario10,C
18,-3.098984145404227,Scenario10,C
19,-3.11872507035966,Scenario10,C
20,-3.138303310003951,Scenario10,C
21,-3.1576325877191973,Scenario10,C
22,-3.0839511285285712,Scenario10,C
23,-2.9824934583135265,Scenario10,C
24,-2.8912933384708777,Scenario10,C
25,-2.8095779051361203,Scenario10,C
26,-2.7337728733886486,Scenario10,C
27,-2.6632178004927285,Scenario10,C
28,-2.59924017366325,Scenario10,C
29,-2.6097690446080017,Scenario10,C
30,-2.6195888780485497,Scenario10,C
31,-2.6281484624932396,Scenario10,C
32,-2.6380327996768314,Scenario10,C
33,-2.647403434492163,Scenario10,C
34,-2.6553369815418915,Scenario10,C
35,-2.6650327400674065,Scenario10,C
36,-2.679260762187681,Scenario10,C
37,-2.69224905926579,Scenario10,C
38,-2.6806070524787056,Scenario10,C
0,-3.565559608747101,Scenario10,C
1,-3.429770721454183,Scenario10,C
2,-3.3010322400615197,Scenario10,C
3,-3.226093205959847,Scenario10,C
4,-3.2522248579725335,Scenario10,C
5,-3.289901046530939,Scenario10,C
6,-3.3288800600197623,Scenario10,C
7,-3.4713708840399313,Scenario10,C
8,-3.6189246730701154,Scenario10,C
9,-3.7740669622618523,Scenario10,C
10,-3.8178905010942588,Scenario10,C
11,-3.804791221707362,Scenario10,C
12,-3.7971290834419738,Scenario10,C
13,-3.7779043690337177,Scenario10,C
14,-3.724141772252324,Scenario10,C
15,-3.6697199504055975,Scenario10,C
16,-3.6165011671789853,Scenario10,C
17,-3.432526393826686,Scenario10,C
18,-3.2647332682665686,Scenario10,C
19,-3.1080612436585326,Scenario10,C
20,-2.9612048835533535,Scenario10,C
21,-2.828762303160552,Scenario10,C
22,-2.70829577592459,Scenario10,C
23,-2.64655808902051,Scenario10,C
24,-2.6907835641221656,Scenario10,C
25,-2.7330996000569012,Scenario10,C
26,-2.773524833516077,Scenario10,C
27,-2.8094551231519707,Scenario10,C
28,-2.8466160068247697,Scenario10,C
29,-2.8818224119271094,Scenario10,C
30,-2.8287581319217683,Scenario10,C
31,-2.7384601632486536,Scenario10,C
32,-2.653790129891885,Scenario10,C
33,-2.610529041559014,Scenario10,C
34,-2.6350827359592777,Scenario10,C
35,-2.6603276928243473,Scenario10,C
36,-2.687799117519519,Scenario10,C
37,-2.6483586172866427,Scenario10,C
0,-1.7353335528149412,Scenario10,C
1,-1.8074107687180003,Scenario10,C
2,-1.901359630173622,Scenario10,C
3,-2.00526322323831,Scenario10,C
4,-2.104751699143219,Scenario10,C
5,-2.3771741151293977,Scenario10,C
6,-2.653245619653773,Scenario10,C
7,-2.9278289437842773,Scenario10,C
8,-2.9928606686393877,Scenario10,C
9,-2.9498000336006456,Scenario10,C
10,-2.9069741012743404,Scenario10,C
11,-2.924724081911799,Scenario10,C
12,-3.060092402649836,Scenario10,C
13,-3.198860644782134,Scenario10,C
14,-3.336400726156094,Scenario10,C
15,-3.462612968852075,Scenario10,C
16,-3.5862522236615617,Scenario10,C
17,-3.709381255372431,Scenario10,C
18,-3.638665623115285,Scenario10,C
19,-3.482027939007785,Scenario10,C
20,-3.339770462913266,Scenario10,C
21,-3.304199774796646,Scenario10,C
22,-3.463499589020537,Scenario10,C
23,-3.6248459825558976,Scenario10,C
24,-3.7868461401625213,Scenario10,C
25,-3.9216832908024033,Scenario10,C
26,-4.047848450014051,Scenario10,C
27,-4.174955319313289,Scenario10,C
28,-4.233758007752279,Scenario10,C
29,-4.25690526695101,Scenario10,C
30,-4.278257224974788,Scenario10,C
31,-4.309043440866922,Scenario10,C
32,-4.360296191748705,Scenario10,C
33,-4.415977959716091,Scenario10,C
34,-4.469765160977429,Scenario10,C
35,-4.380757798619409,Scenario10,C
36,-4.294809846715185,Scenario10,C
37,-4.209716247186467,Scenario10,C
38,-4.138333194341078,Scenario10,C
39,-4.070655619079726,Scenario10,C
40,-3.9777059469558993,Scenario10,C
0,-2.4663330952835496,Scenario10,C
1,-1.7297673709032733,Scenario10,C
2,-0.8806992276608225,Scenario10,C
3,-0.40826532504939017,Scenario10,C
4,-0.2734637782162377,Scenario10,C
5,-0.13548882394321016,Scenario10,C
6,0.005848996915039706,Scenario10,C
7,0.15075267791590719,Scenario10,C
8,0.2992672161145178,Scenario10,C
9,0.444886541788331,Scenario10,C
10,0.520665536553464,Scenario10,C
11,0.4151608006940304,Scenario10,C
12,0.16751905658523292,Scenario10,C
13,-0.053812426526063994,Scenario10,C
14,-0.26432296307319536,Scenario10,C
15,-0.45596106145365756,Scenario10,C
16,-0.6283682709706833,Scenario10,C
17,-0.7730010418226092,Scenario10,C
18,-0.9107174763363552,Scenario10,C
19,-1.0406451026195116,Scenario10,C
20,-1.1362993195757305,Scenario10,C
21,-1.2189037965729907,Scenario10,C
22,-1.2941755883789208,Scenario10,C
23,-1.3661070214327489,Scenario10,C
24,-1.4329774689443773,Scenario10,C
25,-1.4964575414780201,Scenario10,C
26,-1.5550267957798862,Scenario10,C
27,-1.6089774767522727,Scenario10,C
28,-1.6478405587626677,Scenario10,C
29,-1.6743294243635511,Scenario10,C
30,-1.6985127399404094,Scenario10,C
31,-1.7213659508276393,Scenario10,C
32,-1.743020342839039,Scenario10,C
33,-1.7634116864061062,Scenario10,C
34,-1.7826096102397924,Scenario10,C
35,-1.8008472778233169,Scenario10,C
36,-1.8179573901470025,Scenario10,C
37,-1.8363105814665994,Scenario10,C
38,-1.857690799004775,Scenario10,C
39,-1.8818440366348332,Scenario10,C
40,-1.9058173511912149,Scenario10,C
41,-1.9297196955185925,Scenario10,C
42,-1.9549776397559868,Scenario10,C
43,-1.980768110509723,Scenario10,C
44,-2.0070004250888953,Scenario10,C
45,-2.033506991394497,Scenario10,C
46,-2.0602449640257383,Scenario10,C
47,-2.086735057180306,Scenario10,C
48,-2.1127169331254474,Scenario10,C
49,-2.1380735660828445,Scenario10,C
50,-2.162818710418387,Scenario10,C
51,-2.1868470472462533,Scenario10,C
52,-2.2099787578831642,Scenario10,C
53,-2.232219603905913,Scenario10,C
54,-2.2532551520453046,Scenario10,C
55,-2.2732189065222297,Scenario10,C
56,-2.2920412822418728,Scenario10,C
57,-2.3095864525257603,Scenario10,C
0,-2.110144318106288,Scenario10,C
1,-2.079809231190711,Scenario10,C
2,-2.231024020010535,Scenario10,C
3,-2.3940171308854428,Scenario10,C
4,-2.56297367561,Scenario10,C
5,-2.629299641873204,Scenario10,C
6,-2.6917117040812437,Scenario10,C
7,-2.794529824490706,Scenario10,C
8,-2.846446990648453,Scenario10,C
9,-2.787208226871001,Scenario10,C
10,-2.7363703509911095,Scenario10,C
11,-2.6864482583136384,Scenario10,C
12,-2.7091486576797355,Scenario10,C
13,-2.7244433964237493,Scenario10,C
14,-2.6985112397396027,Scenario10,C
15,-2.7531115202970238,Scenario10,C
16,-2.856150628285533,Scenario10,C
17,-2.9632989700409547,Scenario10,C
18,-3.0529264143901718,Scenario10,C
19,-3.1041947238436847,Scenario10,C
20,-3.1531538008054145,Scenario10,C
21,-3.204080627002567,Scenario10,C
22,-3.2589273087215718,Scenario10,C
23,-3.3056821028470633,Scenario10,C
24,-3.3475504248696923,Scenario10,C
25,-3.2584923329464255,Scenario10,C
26,-3.1163008210057273,Scenario10,C
27,-2.9854178749029385,Scenario10,C
28,-2.916014791549024,Scenario10,C
29,-2.9443942410905652,Scenario10,C
30,-2.97204168627068,Scenario10,C
31,-3.00228708813391,Scenario10,C
32,-3.0390409765711155,Scenario10,C
33,-3.0754032807854244,Scenario10,C
34,-3.1068400977153714,Scenario10,C
35,-3.1552381071107414,Scenario10,C
36,-3.1892775765482804,Scenario10,C
0,-1.315676406132325,Scenario10,C
1,-1.2401893086800495,Scenario10,C
2,-1.1667284263506241,Scenario10,C
3,-1.11207378294137,Scenario10,C
4,-1.0918821841568507,Scenario10,C
5,-1.0837259026440513,Scenario10,C
6,-1.1208145004360057,Scenario10,C
7,-1.2659079543540157,Scenario10,C
8,-1.438917387585743,Scenario10,C
9,-1.6240444149176967,Scenario10,C
10,-1.773892227424291,Scenario10,C
11,-1.8963121055406558,Scenario10,C
12,-2.0091578710250158,Scenario10,C
13,-2.1533769052231952,Scenario10,C
14,-2.3715959905496806,Scenario10,C
15,-2.5843232765479764,Scenario10,C
16,-2.797377639538488,Scenario10,C
17,-2.944540447118268,Scenario10,C
18,-3.085582153282537,Scenario10,C
19,-3.2284095452763917,Scenario10,C
20,-3.2763791001975626,Scenario10,C
21,-3.265593346331623,Scenario10,C
22,-3.248072068393844,Scenario10,C
23,-3.250064181960126,Scenario10,C
24,-3.2896477077406847,Scenario10,C
25,-3.3209299284755036,Scenario10,C
26,-3.3399426692038268,Scenario10,C
27,-3.3477066377900235,Scenario10,C
28,-3.355221302996478,Scenario10,C
29,-3.3624504065751406,Scenario10,C
30,-3.3989371250136964,Scenario10,C
31,-3.4492389496780724,Scenario10,C
32,-3.4979006869024913,Scenario10,C
33,-3.5089016338396664,Scenario10,C
34,-3.4506258979901974,Scenario10,C
35,-3.3882230299583895,Scenario10,C
36,-3.3129523020637013,Scenario10,C
37,-3.3059025506430983,Scenario10,C
0,-3.667805316502584,Scenario10,C
1,-3.625703725619788,Scenario10,C
2,-3.557079913708208,Scenario10,C
3,-3.4914349859498004,Scenario10,C
4,-3.4000865893781134,Scenario10,C
5,-3.2593874606803284,Scenario10,C
6,-3.125969642217612,Scenario10,C
7,-3.0022726462893057,Scenario10,C
8,-2.925992117771992,Scenario10,C
9,-2.8547679129590513,Scenario10,C
10,-2.788266409617151,Scenario10,C
11,-2.81629469136525,Scenario10,C
12,-2.890032452514635,Scenario10,C
13,-2.9628001791850656,Scenario10,C
14,-3.0203939015523975,Scenario10,C
15,-3.049991258964726,Scenario10,C
16,-3.0787564917470167,Scenario10,C
17,-3.106698174589834,Scenario10,C
18,-3.16322297235412,Scenario10,C
19,-3.2189289552755556,Scenario10,C
20,-3.2736283254255865,Scenario10,C
21,-3.3013006319123095,Scenario10,C
22,-3.3159962178126534,Scenario10,C
23,-3.330699908199297,Scenario10,C
24,-3.370309686674028,Scenario10,C
25,-3.461382380571198,Scenario10,C
26,-3.555994995861314,Scenario10,C
27,-3.6502992697325123,Scenario10,C
28,-3.703186051068325,Scenario10,C
29,-3.757322725859618,Scenario10,C
30,-3.8106644727069234,Scenario10,C
31,-3.8123042334942276,Scenario10,C
32,-3.7890717569475427,Scenario10,C
33,-3.766165238903828,Scenario10,C
34,-3.7345701607108843,Scenario10,C
35,-3.655691627865948,Scenario10,C
0,-1.5337850048485446,Scenario10,C
1,-1.5092600684610824,Scenario10,C
2,-1.4847714916517623,Scenario10,C
3,-1.5137232616122684,Scenario10,C
4,-1.5712533023720558,Scenario10,C
5,-1.6327575563961725,Scenario10,C
6,-1.699899005101881,Scenario10,C
7,-1.7782250604483991,Scenario10,C
8,-1.8565087447766695,Scenario10,C
9,-1.9451153517297906,Scenario10,C
10,-1.8640155279007127,Scenario10,C
11,-1.830049339616771,Scenario10,C
12,-1.8260283398298718,Scenario10,C
13,-1.9219495794143144,Scenario10,C
14,-2.061950444723882,Scenario10,C
15,-2.1914052128140193,Scenario10,C
16,-2.310960156246731,Scenario10,C
17,-2.422739611271487,Scenario10,C
18,-2.5250594775167867,Scenario10,C
19,-2.6186610942668542,Scenario10,C
20,-2.80670614766524,Scenario10,C
21,-2.9913458364092085,Scenario10,C
22,-3.168318682410132,Scenario10,C
23,-3.2746538596711603,Scenario10,C
24,-3.3425638956252977,Scenario10,C
25,-3.4113418596689487,Scenario10,C
26,-3.4202233643744298,Scenario10,C
27,-3.3179880928477576,Scenario10,C
28,-3.2203004975341383,Scenario10,C
29,-3.1307648688742455,Scenario10,C
30,-3.08311876008738,Scenario10,C
31,-3.0364540612936546,Scenario10,C
32,-2.992303266478424,Scenario10,C
33,-3.0061878763827368,Scenario10,C
34,-3.0455636438775313,Scenario10,C
35,-3.082154004708933,Scenario10,C
36,-3.1154516821730756,Scenario10,C
37,-3.1441562049871314,Scenario10,C
38,-3.162657329189991,Scenario10,C
39,-3.1534787961580926,Scenario10,C
0,-1.5392234310196624,Scenario10,C
1,-1.5026065038903962,Scenario10,C
2,-1.4670363328466456,Scenario10,C
3,-1.3019837498376532,Scenario10,C
4,-1.1461412641641653,Scenario10,C
5,-0.999248372213664,Scenario10,C
6,-0.9067177472273684,Scenario10,C
7,-0.843516288447427,Scenario10,C
8,-0.7826811337420789,Scenario10,C
9,-0.710597772828053,Scenario10,C
10,-0.6114361078586308,Scenario10,C
11,-0.5260729650269056,Scenario10,C
12,-0.5233779531431555,Scenario10,C
13,-0.7023704330619216,Scenario10,C
14,-0.8919710353154082,Scenario10,C
15,-1.06343097564431,Scenario10,C
16,-1.206591527908056,Scenario10,C
17,-1.3297587344564663,Scenario10,C
18,-1.4403974379546227,Scenario10,C
19,-1.5780420870949698,Scenario10,C
20,-1.7821121835727673,Scenario10,C
21,-1.9759501492657097,Scenario10,C
22,-2.164105295555462,Scenario10,C
23,-2.3010507022984883,Scenario10,C
24,-2.429111705966448,Scenario10,C
25,-2.54900559765891,Scenario10,C
26,-2.6228297071166606,Scenario10,C
27,-2.6713265788680527,Scenario10,C
28,-2.7146709837942797,Scenario10,C
29,-2.7503358393641437,Scenario10,C
30,-2.776021469774638,Scenario10,C
31,-2.792440079285594,Scenario10,C
32,-2.805521254692292,Scenario10,C
33,-2.876667012723481,Scenario10,C
34,-2.948543741029993,Scenario10,C
35,-3.0155468269230217,Scenario10,C
36,-2.978356365056972,Scenario10,C
37,-2.895436418340747,Scenario10,C
38,-2.8118498688309654,Scenario10,C
39,-2.7583843465577216,Scenario10,C
40,-2.728464864679041,Scenario10,C
0,-0.3507061052225353,Scenario11,A
1,-0.33131333444296285,Scenario11,A
2,-0.3151217699713329,Scenario11,A
3,-0.31103691041847004,Scenario11,A
4,-0.3096710075754192,Scenario11,A
5,-0.30819601411755837,Scenario11,A
6,-0.29001605990553747,Scenario11,A
7,-0.2677391929815949,Scenario11,A
8,-0.24566133370240806,Scenario11,A
9,-0.223770434554738,Scenario11,A
10,-0.2020441520063736,Scenario11,A
11,-0.18043883256467863,Scenario11,A
12,-0.15892522516051377,Scenario11,A
13,-0.1374928144361216,Scenario11,A
14,-0.11612564874294495,Scenario11,A
15,-0.0948009363086384,Scenario11,A
16,-0.07361018474044556,Scenario11,A
17,-0.05283566797351025,Scenario11,A
18,-0.03243866075910917,Scenario11,A
19,-0.008281762402629678,Scenario11,A
20,0.015559870412602317,Scenario11,A
21,0.05464552811812773,Scenario11,A
22,0.10880355869974201,Scenario11,A
23,0.1917773683421189,Scenario11,A
24,0.31569195453791554,Scenario11,A
25,0.5020292110508242,Scenario11,A
26,0.8135319459249228,Scenario11,A
27,1.3216994768581725,Scenario11,A
28,2.0674500381650383,Scenario11,A
29,3.3057772880779925,Scenario11,A
30,6.05160831162654,Scenario11,A
31,8.156717821381156,Scenario11,A
32,8.250857119820559,Scenario11,A
33,8.35069897028953,Scenario11,A
34,8.450581615664827,Scenario11,A
35,8.550500176034353,Scenario11,A
36,8.650448403375282,Scenario11,A
37,8.750416738186672,Scenario11,A
38,8.850377640271367,Scenario11,A
39,8.949405057771795,Scenario11,A
0,-1.323435147632161,Scenario11,A
1,-1.3078311288679374,Scenario11,A
2,-1.292780695643942,Scenario11,A
3,-1.2781639010016952,Scenario11,A
4,-1.2639346077188591,Scenario11,A
5,-1.250043856171828,Scenario11,A
6,-1.2364245607867126,Scenario11,A
7,-1.2229820302972674,Scenario11,A
8,-1.209659996470961,Scenario11,A
9,-1.19644360876965,Scenario11,A
10,-1.1579531398680794,Scenario11,A
11,-1.0963220641613105,Scenario11,A
